run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,MANCHESTER,EASYJET UK LTD,D,S,85,0,0,1.176471,64.705882,18.823529,9.411765,1.176471,3.529412,0.0,1.176471,0.0,0.0,0.0,8.0,99,87.878788,9.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,MANCHESTER,RYANAIR UK LTD,D,S,55,0,0,1.818182,63.636364,18.181818,3.636364,3.636364,5.454545,1.818182,1.818182,0.0,0.0,0.0,15.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,NEWCASTLE,EASYJET UK LTD,D,S,58,0,0,0.0,72.413793,17.241379,5.172414,1.724138,3.448276,0.0,0.0,0.0,0.0,0.0,6.0,54,83.333333,11.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,UNITED KINGDOM,SOUTHAMPTON,EASYJET UK LTD,D,S,9,0,0,0.0,33.333333,22.222222,33.333333,11.111111,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,AUSTRIA,SALZBURG,JET2.COM LTD,D,S,4,0,0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,100.0,2.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,FINLAND,ENONTEKIO,ENTER AIR,D,C,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,103.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,FRANCE,LYON,EASYJET UK LTD,D,S,4,0,0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11,90.909091,5.0
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,FRANCE,BEAUVAIS,RYANAIR UK LTD,D,S,9,0,0,11.111111,55.555556,33.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET EUROPE,D,S,13,0,0,0.0,38.461538,15.384615,7.692308,15.384615,23.076923,0.0,0.0,0.0,0.0,0.0,30.0,0,0.0,
14/03/2024 13:44,202401,BELFAST INTERNATIONAL,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET UK LTD,D,S,28,0,0,0.0,46.428571,46.428571,3.571429,0.0,3.571429,0.0,0.0,0.0,0.0,0.0,6.0,20,65.0,16.0
